Afu5g14910_cgnA	CEA10-MCH.scaffold_466	99.03	207	2	0	1	207	3101	3307	4.3e-76	284.3
Afu5g14910_cgnA	CEA10-MCH.scaffold_466	100.00	357	0	0	224	580	3496	3852	4.4e-66	251.1
Afu5g14910_cgnA	CEA10-MCH.scaffold_466	77.89	95	14	7	169	262	5950	6038	3.9e-12	71.9
Afu5g14910_cgnA	CEA10-MCH.scaffold_701	60.94	233	88	3	138	367	630	862	3.2e-11	68.8
Afu5g14910_cgnA	CEA10-MCH.scaffold_153	66.67	105	34	1	51	154	40534	40638	2.7e-06	52.5
Afu5g14900_hrmA	CEA10-MCH.scaffold_466	100.00	1710	0	0	1710	1	4234	5943	0	1496.1
Afu5g14900_hrmA	CEA10-MCH.scaffold_557	56.01	341	134	16	791	1118	2452	2789	4.6e-11	69.9
Afu5g14900_hrmA	CEA10-MCH.scaffold_557	54.13	375	152	20	32	395	1665	2030	4.6e-11	69.9
Afu5g14900_hrmA	CEA10-MCH.scaffold_557	57.80	327	123	15	1167	1480	2790	3114	4.6e-11	69.9
Afu8g06780_aclF	CEA10-MCH.scaffold_31	97.24	579	13	3	579	1	1	576	2.1e-219	761.3
Afu8g06780_aclF	CEA10-MCH.scaffold_164	96.80	438	2	12	643	1080	1	426	2.4e-132	472.1
